coo_number,coo_date,year,period,quarter,month,quarteryear,status,permit,permit_type,permit_subtype,permit_date,zip,rdus,50+units,project_type,stories,tract,coord
173801,9/14/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,18014-20000-00542,Bldg-Addition,1 or 2 Family Dwelling,9/14/2018,91405,1,No,1 unit,0,1279.1,
174217,9/14/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,18014-20000-00562,Bldg-Addition,1 or 2 Family Dwelling,9/14/2018,91335,1,No,1 unit,1,1329,
168220,9/17/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,17014-70000-00801,Bldg-Addition,1 or 2 Family Dwelling,9/17/2018,91402,1,No,1 unit,1,1201.05,
173400,9/17/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,17014-20000-05093,Bldg-Addition,1 or 2 Family Dwelling,9/17/2018,91331,1,No,1 unit,1,1044.04,
60214,9/18/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,07010-20000-05522,Bldg-Addition,1 or 2 Family Dwelling,9/18/2018,91331,1,No,1 unit,1,1191,"(34.25099, -118.43589)"
174907,9/18/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,18014-10000-00112,Bldg-Addition,1 or 2 Family Dwelling,9/18/2018,90038,1,No,1 unit,1,1919.02,"(34.08498, -118.33404)"
165852,9/18/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,17014-20000-03134,Bldg-Addition,1 or 2 Family Dwelling,9/18/2018,91324,1,No,1 unit,0,1152.01,"(34.24842, -118.53814)"
173333,9/19/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,17014-20000-04883,Bldg-Addition,1 or 2 Family Dwelling,9/19/2018,91602,1,No,1 unit,1,1433,
171483,9/19/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,17014-20000-01570,Bldg-Addition,1 or 2 Family Dwelling,9/19/2018,91405,1,No,1 unit,1,1272.2,"(34.20403, -118.45195)"
171484,9/19/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,17014-20000-01539,Bldg-Addition,1 or 2 Family Dwelling,9/19/2018,91405,1,No,1 unit,1,1272.2,"(34.20403, -118.452)"
170267,9/20/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,17014-10000-04288,Bldg-Addition,1 or 2 Family Dwelling,9/20/2018,91401,1,No,1 unit,0,1282.2,
164339,9/20/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,16014-70000-03905,Bldg-Addition,1 or 2 Family Dwelling,9/20/2018,90035,1,No,1 unit,1,2170.01,"(34.05117, -118.3866)"
177723,9/20/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,18014-20000-01151,Bldg-Addition,1 or 2 Family Dwelling,9/20/2018,91364,1,No,1 unit,1,1375.02,
177700,9/21/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,18014-20000-01826,Bldg-Addition,1 or 2 Family Dwelling,9/21/2018,91324,1,No,1 unit,1,1153.01,
177650,9/21/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,18014-10000-00498,Bldg-Addition,1 or 2 Family Dwelling,9/21/2018,90026,1,No,1 unit,1,2086.1,
166816,9/21/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,17014-20000-02963,Bldg-Addition,1 or 2 Family Dwelling,9/21/2018,91345,1,No,1 unit,2,1096.03,
163361,9/22/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,17014-20000-02448,Bldg-Addition,1 or 2 Family Dwelling,9/22/2018,90064,1,No,1 unit,1,2713,"(34.02899, -118.44221)"
37896,9/22/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,06014-70000-02421,Bldg-Addition,1 or 2 Family Dwelling,9/22/2018,90016,1,No,1 unit,2,2197,"(34.02957, -118.34958)"
176631,9/24/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,18014-20000-01355,Bldg-Addition,1 or 2 Family Dwelling,9/24/2018,91352,1,No,1 unit,0,1212.21,
175436,9/24/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,16014-10000-01337,Bldg-Addition,1 or 2 Family Dwelling,9/24/2018,90004,1,No,1 unit,2,2110,"(34.07046, -118.32894)"
168472,9/24/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,17016-20000-16213,Bldg-Addition,1 or 2 Family Dwelling,9/24/2018,91343,1,No,1 unit,1,1172.01,
157994,9/24/2018,2018,2018,Q3,9,Q3 2018,CofO Corrected,16014-70000-00320,Bldg-Addition,1 or 2 Family Dwelling,10/24/2018,90047,1,No,1 unit,0,2379,"(33.96742, -118.30508)"
172637,9/25/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,17014-10000-06117,Bldg-Addition,1 or 2 Family Dwelling,9/25/2018,90018,1,No,1 unit,0,2220.02,"(34.02166, -118.31581)"
170176,9/25/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,17014-20000-04677,Bldg-Addition,1 or 2 Family Dwelling,9/25/2018,91606,1,No,1 unit,1,1242.01,
171150,9/25/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,17014-20000-05152,Bldg-Addition,1 or 2 Family Dwelling,9/25/2018,90064,1,No,1 unit,1,2678,
165117,9/25/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,17016-30000-18035,Bldg-Addition,1 or 2 Family Dwelling,9/25/2018,91325,1,No,1 unit,1,1154.03,
162405,9/25/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,16014-20000-05379,Bldg-Addition,1 or 2 Family Dwelling,9/25/2018,91411,1,No,1 unit,2,1278.06,"(34.18778, -118.45582)"
168511,9/26/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,17014-20000-04562,Bldg-Addition,1 or 2 Family Dwelling,9/26/2018,91601,1,No,1 unit,1,1252,"(34.1698, -118.38417)"
175788,9/27/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,18014-20000-00949,Bldg-Addition,1 or 2 Family Dwelling,9/27/2018,91606,1,No,1 unit,1,1232.05,
173838,9/27/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,18014-20000-00507,Bldg-Addition,1 or 2 Family Dwelling,9/27/2018,91606,1,No,1 unit,1,1242.01,
172955,9/28/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,17014-10000-04514,Bldg-Addition,1 or 2 Family Dwelling,9/28/2018,90044,1,No,1 unit,2,2378,"(33.97198, -118.29214)"
172211,9/28/2018,2018,2018,Q3,9,Q3 2018,CofO Issued,17014-20000-04723,Bldg-Addition,1 or 2 Family Dwelling,9/28/2018,91406,1,No,1 unit,1,1273,
157512,10/2/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,16014-20000-02896,Bldg-Addition,1 or 2 Family Dwelling,10/2/2018,90037,1,No,1 unit,2,2328,"(33.99219, -118.27745)"
176188,10/2/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,18014-20000-01300,Bldg-Addition,1 or 2 Family Dwelling,10/2/2018,91601,1,No,1 unit,1,1252,
164224,10/3/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-20000-02338,Bldg-Addition,1 or 2 Family Dwelling,10/3/2018,91605,1,No,1 unit,1,1224.2,"(34.20624, -118.3811)"
176704,10/4/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,18014-20000-01448,Bldg-Addition,1 or 2 Family Dwelling,10/4/2018,91401,1,No,1 unit,1,1235.2,
173189,10/5/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-70000-06337,Bldg-Addition,1 or 2 Family Dwelling,10/5/2018,91405,1,No,1 unit,1,1272.2,
176440,10/10/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-20000-06619,Bldg-Addition,1 or 2 Family Dwelling,10/10/2018,91605,1,No,1 unit,0,1220,
169088,10/10/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-20000-03397,Bldg-Addition,1 or 2 Family Dwelling,10/10/2018,91402,1,No,1 unit,1,1203,
181026,10/12/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,18014-20000-02318,Bldg-Addition,1 or 2 Family Dwelling,10/12/2018,91607,1,No,1 unit,1,1239.02,
175396,10/13/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,18014-30000-00724,Bldg-Addition,1 or 2 Family Dwelling,10/13/2018,90066,1,No,1 unit,1,2753.11,"(33.99083, -118.42718)"
175364,10/15/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,18014-20000-00670,Bldg-Addition,1 or 2 Family Dwelling,10/15/2018,91335,1,No,1 unit,0,1318,
170703,10/16/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-20000-05770,Bldg-Addition,1 or 2 Family Dwelling,10/16/2018,91335,1,No,1 unit,1,1310.2,
172733,10/16/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-20000-04097,Bldg-Addition,1 or 2 Family Dwelling,10/16/2018,90004,1,No,1 unit,2,1923,"(34.08049, -118.3293)"
168041,10/16/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-20000-01084,Bldg-Addition,Apartment,10/16/2018,90033,1,No,1 unit,2,2043,"(34.03841, -118.21198)"
172962,10/17/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-20000-04529,Bldg-Addition,1 or 2 Family Dwelling,10/17/2018,91042,1,No,1 unit,2,1013,
181134,10/18/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,18016-30000-17715,Bldg-Addition,1 or 2 Family Dwelling,10/18/2018,91606,1,No,1 unit,1,1233.01,"(34.1904, -118.39919)"
175736,10/18/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,18014-20000-01366,Bldg-Addition,1 or 2 Family Dwelling,10/18/2018,91331,1,No,1 unit,1,1198,
171179,10/18/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-20000-04282,Bldg-Addition,1 or 2 Family Dwelling,10/18/2018,91401,1,No,1 unit,1,1235.2,
168735,10/18/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-70000-04797,Bldg-Addition,1 or 2 Family Dwelling,10/18/2018,90003,1,No,1 unit,1,2405,
166738,10/18/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-20000-02822,Bldg-Addition,1 or 2 Family Dwelling,10/18/2018,91040,1,No,1 unit,1,1031.02,
181630,10/18/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,18014-20000-04018,Bldg-Addition,1 or 2 Family Dwelling,10/18/2018,91605,1,No,1 unit,0,1218.02,
171660,10/19/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-20000-05423,Bldg-Addition,1 or 2 Family Dwelling,10/19/2018,91602,1,No,1 unit,1,1255.02,"(34.15495, -118.36357)"
175058,10/19/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,18014-30000-00961,Bldg-Addition,1 or 2 Family Dwelling,10/19/2018,91342,1,No,1 unit,1,1041.03,"(34.28258, -118.39814)"
155264,10/19/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,15014-20000-04869,Bldg-Addition,Apartment,10/19/2018,91601,1,No,1 unit,1,1253.1,"(34.16718, -118.36033)"
170804,10/20/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-10000-05308,Bldg-Addition,1 or 2 Family Dwelling,10/20/2018,90046,1,No,1 unit,1,1920.01,"(34.08418, -118.34635)"
173908,10/20/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17016-10000-37896,Bldg-Addition,1 or 2 Family Dwelling,10/20/2018,90065,1,No,1 unit,2,1863.02,"(34.10663, -118.22799)"
170768,10/22/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-20000-03179,Bldg-Addition,1 or 2 Family Dwelling,10/22/2018,91401,1,No,1 unit,0,1236.01,
174934,10/23/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-70000-05004,Bldg-Addition,1 or 2 Family Dwelling,10/23/2018,90043,1,No,1 unit,1,2348,"(33.98409, -118.3208)"
179042,10/23/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,18014-20000-02529,Bldg-Addition,1 or 2 Family Dwelling,10/23/2018,90061,1,No,1 unit,1,2414,
173407,10/23/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-20000-05901,Bldg-Addition,1 or 2 Family Dwelling,10/23/2018,91335,1,No,1 unit,1,1310.2,
160383,10/24/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,16010-20000-04281,Bldg-Addition,1 or 2 Family Dwelling,10/24/2018,91606,1,No,1 unit,2,1231.03,
171541,10/24/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-10000-03952,Bldg-Addition,1 or 2 Family Dwelling,10/24/2018,90004,1,No,1 unit,1,2114.2,"(34.0754, -118.30538)"
179892,10/24/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,18014-10000-03175,Bldg-Addition,1 or 2 Family Dwelling,10/24/2018,90004,1,No,1 unit,0,2114.1,"(34.07408, -118.30693)"
178652,10/24/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-10000-06366,Bldg-Addition,1 or 2 Family Dwelling,10/24/2018,90016,1,No,1 unit,1,2195,"(34.02263, -118.34013)"
168626,10/24/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-20000-02033,Bldg-Addition,1 or 2 Family Dwelling,10/24/2018,91604,1,No,1 unit,1,1439.01,
174640,10/24/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-30000-06190,Bldg-Addition,1 or 2 Family Dwelling,10/24/2018,91405,1,No,1 unit,1,1278.05,"(34.19132, -118.46381)"
178897,10/25/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,18014-20000-01291,Bldg-Addition,1 or 2 Family Dwelling,10/25/2018,91423,1,No,1 unit,1,1287.02,
167459,10/25/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,17014-30000-02124,Bldg-Addition,1 or 2 Family Dwelling,10/25/2018,91303,1,No,1 unit,1,1345.2,
179371,10/25/2018,2018,2018,Q4,10,Q4 2018,CofO Issued,18014-20000-01964,Bldg-Addition,1 or 2 Family Dwelling,10/25/2018,91331,1,No,1 unit,1,1048.1,
103949,1/3/2013,2013,2013-17,Q1,1,Q1 2013,CofO Issued,12016-20000-03432,Bldg-Alter/Repair,1 or 2 Family Dwelling,1/3/2013,91345,1,No,1 unit,1,1096.02,"(34.26434, -118.46328)"
103829,1/14/2013,2013,2013-17,Q1,1,Q1 2013,CofO Issued,10016-10000-20250,Bldg-Alter/Repair,Apartment,1/14/2013,90291,1,No,1 unit,,2735,"(33.98547, -118.47183)"
105783,1/17/2013,2013,2013-17,Q1,1,Q1 2013,CofO Issued,12016-70000-07870,Bldg-Alter/Repair,1 or 2 Family Dwelling,1/17/2013,90036,1,No,1 unit,2,1920,"(34.08309, -118.35098)"
87349,1/24/2013,2013,2013-17,Q1,1,Q1 2013,CofO Issued,10016-20000-05456,Bldg-Alter/Repair,1 or 2 Family Dwelling,1/24/2013,91342,1,No,1 unit,1,1064.03,"(34.30607, -118.44817)"
103393,2/4/2013,2013,2013-17,Q1,2,Q1 2013,CofO Issued,12016-70000-09376,Bldg-Alter/Repair,1 or 2 Family Dwelling,2/4/2013,90019,1,No,1 unit,,2182.2,
107697,2/8/2013,2013,2013-17,Q1,2,Q1 2013,CofO Issued,12016-70000-20745,Bldg-Alter/Repair,1 or 2 Family Dwelling,2/8/2013,90061,1,No,1 unit,1,2409,"(33.93122, -118.26646)"
108546,2/12/2013,2013,2013-17,Q1,2,Q1 2013,CofO Issued,11016-10000-23550,Bldg-Alter/Repair,1 or 2 Family Dwelling,2/12/2013,91343,1,No,1 unit,2,1173.01,"(34.24658, -118.48625)"
108050,2/14/2013,2013,2013-17,Q1,2,Q1 2013,CofO Issued,12016-10000-12655,Bldg-Alter/Repair,Apartment,2/14/2013,90025,1,No,1 unit,0,2674.02,"(34.03958, -118.46742)"
82077,2/14/2013,2013,2013-17,Q1,2,Q1 2013,CofO Issued,09016-10000-18083,Bldg-Alter/Repair,1 or 2 Family Dwelling,2/14/2013,90003,1,No,1 unit,2,2397,"(33.96263, -118.27026)"
75739,2/26/2013,2013,2013-17,Q1,2,Q1 2013,CofO Issued,09016-20000-05912,Bldg-Alter/Repair,1 or 2 Family Dwelling,2/26/2013,90044,1,No,1 unit,1,2404,"(33.9453, -118.28335)"
92675,3/4/2013,2013,2013-17,Q1,3,Q1 2013,CofO Issued,09016-10000-12064,Bldg-Alter/Repair,Apartment,3/4/2013,90035,1,No,1 unit,,2170,"(34.05065, -118.38234)"
88919,3/4/2013,2013,2013-17,Q1,3,Q1 2013,CofO Issued,10016-10000-09198,Bldg-Alter/Repair,Apartment,3/4/2013,91606,1,No,1 unit,,1231.03,"(34.18649, -118.36339)"
89834,3/5/2013,2013,2013-17,Q1,3,Q1 2013,CofO Issued,10016-20000-20290,Bldg-Alter/Repair,1 or 2 Family Dwelling,3/5/2013,91606,1,No,1 unit,0,1239,"(34.18857, -118.39071)"
105814,3/8/2013,2013,2013-17,Q1,3,Q1 2013,CofO Issued,11016-10000-22137,Bldg-Alter/Repair,1 or 2 Family Dwelling,3/8/2013,90038,1,No,1 unit,1,1919,"(34.08568, -118.34265)"
96675,3/14/2013,2013,2013-17,Q1,3,Q1 2013,CofO Issued,08014-10000-05100,Bldg-Alter/Repair,Commercial,3/14/2013,90003,1,No,1 unit,0,2395,"(33.96781, -118.26852)"
103587,3/20/2013,2013,2013-17,Q1,3,Q1 2013,CofO Issued,11016-10000-15531,Bldg-Alter/Repair,Apartment,3/20/2013,90006,1,No,1 unit,2,2243.1,"(34.04134, -118.2835)"
105457,3/26/2013,2013,2013-17,Q1,3,Q1 2013,CofO Issued,11014-10000-04353,Bldg-Alter/Repair,Apartment,3/26/2013,90004,1,No,1 unit,0,1924.2,"(34.07916, -118.30992)"
78404,4/5/2013,2013,2013-17,Q2,4,Q2 2013,CofO Issued,09016-20000-11371,Bldg-Alter/Repair,1 or 2 Family Dwelling,4/5/2013,91605,1,No,1 unit,0,1210.2,"(34.21337, -118.40253)"
101281,4/9/2013,2013,2013-17,Q2,4,Q2 2013,CofO Issued,11016-20000-22701,Bldg-Alter/Repair,Apartment,4/9/2013,90003,1,No,1 unit,2,2392,"(33.98583, -118.27152)"
104424,4/10/2013,2013,2013-17,Q2,4,Q2 2013,CofO Issued,12016-30000-10117,Bldg-Alter/Repair,1 or 2 Family Dwelling,4/10/2013,90027,1,No,1 unit,0,1892,"(34.11041, -118.30065)"
105446,4/22/2013,2013,2013-17,Q2,4,Q2 2013,CofO Issued,12016-40000-08585,Bldg-Alter/Repair,Commercial,4/22/2013,90744,1,No,1 unit,,2947,"(33.77977, -118.24919)"
92759,4/24/2013,2013,2013-17,Q2,4,Q2 2013,CofO Issued,11016-10000-03896,Bldg-Alter/Repair,1 or 2 Family Dwelling,4/24/2013,90016,1,No,1 unit,2,2187,"(34.03791, -118.33241)"
92273,4/29/2013,2013,2013-17,Q2,4,Q2 2013,CofO Issued,09016-10000-11037,Bldg-Alter/Repair,Apartment,4/29/2013,90011,1,No,1 unit,2,2283.1,
98586,5/9/2013,2013,2013-17,Q2,5,Q2 2013,CofO Issued,11016-20000-11865,Bldg-Alter/Repair,1 or 2 Family Dwelling,5/9/2013,91307,1,No,1 unit,2,1344.21,"(34.19987, -118.64728)"
109860,5/10/2013,2013,2013-17,Q2,5,Q2 2013,CofO Issued,12016-10000-24646,Bldg-Alter/Repair,Apartment,5/10/2013,90005,1,No,1 unit,0,2123.06,"(34.0564, -118.29398)"
57090,5/21/2013,2013,2013-17,Q2,5,Q2 2013,CofO Issued,07016-10000-17978,Bldg-Alter/Repair,1 or 2 Family Dwelling,5/21/2013,90016,1,No,1 unit,2,2184,"(34.04059, -118.35541)"
107251,5/31/2013,2013,2013-17,Q2,5,Q2 2013,CofO Issued,12016-20000-17116,Bldg-Alter/Repair,1 or 2 Family Dwelling,5/31/2013,91303,1,No,1 unit,0,1345.2,"(34.19777, -118.59888)"
101962,5/31/2013,2013,2013-17,Q2,5,Q2 2013,CofO Issued,12016-10000-01977,Bldg-Alter/Repair,Apartment,5/31/2013,90005,1,No,1 unit,2,2124.2,"(34.05731, -118.30185)"
76749,6/1/2013,2013,2013-17,Q2,6,Q2 2013,CofO Issued,09016-10000-06582,Bldg-Alter/Repair,Apartment,6/1/2013,90019,1,No,1 unit,,2181.2,
99746,6/1/2013,2013,2013-17,Q2,6,Q2 2013,CofO Issued,11016-20000-22298,Bldg-Alter/Repair,Apartment,6/1/2013,90004,1,No,1 unit,3,2114.1,"(34.07352, -118.30821)"
79242,6/3/2013,2013,2013-17,Q2,6,Q2 2013,CofO Issued,09016-10000-08363,Bldg-Alter/Repair,1 or 2 Family Dwelling,6/3/2013,90018,1,No,1 unit,0,2187,"(34.03772, -118.33203)"
94726,6/10/2013,2013,2013-17,Q2,6,Q2 2013,CofO Issued,11016-10000-07507,Bldg-Alter/Repair,1 or 2 Family Dwelling,6/10/2013,90011,1,No,1 unit,,2282.2,"(34.00646, -118.25394)"
97794,7/9/2013,2013,2013-17,Q3,7,Q3 2013,CofO Issued,09016-10000-05791,Bldg-Alter/Repair,Apartment,7/9/2013,90007,1,No,1 unit,,2244.1,"(34.03311, -118.27907)"
104888,7/9/2013,2013,2013-17,Q3,7,Q3 2013,CofO Issued,10016-20000-13748,Bldg-Alter/Repair,Apartment,7/9/2013,91423,1,No,1 unit,3,1434,"(34.15052, -118.41949)"
105703,7/25/2013,2013,2013-17,Q3,7,Q3 2013,CofO Issued,12016-20000-10218,Bldg-Alter/Repair,1 or 2 Family Dwelling,7/25/2013,91601,1,No,1 unit,2,1252,"(34.16198, -118.3831)"
104416,7/26/2013,2013,2013-17,Q3,7,Q3 2013,CofO Issued,12016-20000-10838,Bldg-Alter/Repair,1 or 2 Family Dwelling,7/26/2013,91605,1,No,1 unit,,1224.1,"(34.2055, -118.39318)"
111069,7/29/2013,2013,2013-17,Q3,7,Q3 2013,CofO Issued,13016-20000-02502,Bldg-Alter/Repair,1 or 2 Family Dwelling,7/29/2013,90001,1,No,1 unit,,2395,"(33.97039, -118.25806)"
109620,7/30/2013,2013,2013-17,Q3,7,Q3 2013,CofO Issued,12016-10000-25223,Bldg-Alter/Repair,1 or 2 Family Dwelling,7/30/2013,90023,1,No,1 unit,1,2046,"(34.03626, -118.21478)"
84898,7/31/2013,2013,2013-17,Q3,7,Q3 2013,CofO Issued,10016-20000-00530,Bldg-Alter/Repair,Apartment,7/31/2013,91402,1,No,1 unit,,1201.04,"(34.2218, -118.44548)"
108572,8/1/2013,2013,2013-17,Q3,8,Q3 2013,CofO Issued,12016-20000-11537,Bldg-Alter/Repair,1 or 2 Family Dwelling,8/1/2013,91331,1,No,1 unit,,1042.03,"(34.28058, -118.41298)"
103709,8/5/2013,2013,2013-17,Q3,8,Q3 2013,CofO Issued,12016-20000-06293,Bldg-Alter/Repair,1 or 2 Family Dwelling,8/5/2013,91040,1,No,1 unit,2,1034,"(34.25812, -118.32149)"
107593,8/12/2013,2013,2013-17,Q3,8,Q3 2013,CofO Issued,11016-10000-02483,Bldg-Alter/Repair,Apartment,8/12/2013,90036,1,No,1 unit,3,2162,"(34.061, -118.34748)"
112596,8/13/2013,2013,2013-17,Q3,8,Q3 2013,CofO Issued,13016-10000-06153,Bldg-Alter/Repair,1 or 2 Family Dwelling,8/13/2013,90042,1,No,1 unit,,1836.2,"(34.11736, -118.19056)"
109702,8/14/2013,2013,2013-17,Q3,8,Q3 2013,CofO Issued,12016-10000-16355,Bldg-Alter/Repair,Apartment,8/14/2013,90018,1,No,1 unit,2,2188,"(34.03635, -118.32618)"
104838,8/15/2013,2013,2013-17,Q3,8,Q3 2013,CofO Issued,12016-10000-12195,Bldg-Alter/Repair,1 or 2 Family Dwelling,8/15/2013,90039,1,No,1 unit,2,1951,"(34.10429, -118.2731)"
109151,8/15/2013,2013,2013-17,Q3,8,Q3 2013,CofO Issued,12016-70000-05778,Bldg-Alter/Repair,1 or 2 Family Dwelling,8/15/2013,90029,1,No,1 unit,1,1916.2,"(34.08831, -118.30264)"
103327,8/19/2013,2013,2013-17,Q3,8,Q3 2013,CofO Issued,99016-10000-21863,Bldg-Alter/Repair,Apartment,8/19/2013,90007,1,No,1 unit,2,2244.1,"(34.03491, -118.28143)"
109590,8/21/2013,2013,2013-17,Q3,8,Q3 2013,CofO Issued,04016-20000-08178,Bldg-Alter/Repair,Apartment,8/21/2013,91423,1,No,1 unit,,1246,
109591,8/21/2013,2013,2013-17,Q3,8,Q3 2013,CofO Issued,04016-20000-08176,Bldg-Alter/Repair,Apartment,8/21/2013,91423,1,No,1 unit,,1246,
111046,8/29/2013,2013,2013-17,Q3,8,Q3 2013,CofO Issued,13016-10000-02452,Bldg-Alter/Repair,1 or 2 Family Dwelling,8/29/2013,90003,1,No,1 unit,0,2393.2,"(33.97554, -118.27114)"
112138,8/29/2013,2013,2013-17,Q3,8,Q3 2013,CofO Issued,13016-20000-05106,Bldg-Alter/Repair,1 or 2 Family Dwelling,8/29/2013,91324,1,No,1 unit,1,1152.01,
110470,9/4/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,12016-10000-03494,Bldg-Alter/Repair,Apartment,9/4/2013,90065,1,No,1 unit,1,1853.2,"(34.09443, -118.22892)"
112018,9/4/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,13016-20000-02284,Bldg-Alter/Repair,1 or 2 Family Dwelling,9/4/2013,90069,1,No,1 unit,0,1942,"(34.099, -118.37035)"
109890,9/5/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,12016-70000-24383,Bldg-Alter/Repair,1 or 2 Family Dwelling,9/5/2013,90016,1,No,1 unit,2,2198,"(34.02885, -118.35556)"
26699,9/5/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,05016-10000-10536,Bldg-Alter/Repair,Commercial,9/5/2013,90031,1,No,1 unit,2,1991.1,"(34.08193, -118.20123)"
114793,9/16/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,13016-40000-12158,Bldg-Alter/Repair,1 or 2 Family Dwelling,9/16/2013,90744,1,No,1 unit,,2945.1,"(33.78452, -118.27358)"
108630,9/26/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,12016-70000-14977,Bldg-Alter/Repair,Apartment,9/26/2013,90043,1,No,1 unit,2,2346,"(33.98884, -118.33426)"
110066,10/1/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,12016-20000-11738,Bldg-Alter/Repair,Apartment,10/1/2013,91607,1,No,1 unit,,1251,
110079,10/21/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,12016-10000-16510,Bldg-Alter/Repair,Apartment,10/21/2013,91607,1,No,1 unit,,1249.03,"(34.16636, -118.40182)"
91594,10/23/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,10016-10000-15474,Bldg-Alter/Repair,Apartment,10/23/2013,90044,1,No,1 unit,0,2377.1,"(33.97215, -118.28725)"
116080,10/25/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,12016-30000-08125,Bldg-Alter/Repair,Apartment,10/25/2013,90066,1,No,1 unit,0,2722,"(34.00106, -118.43652)"
116046,10/25/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,13016-10000-17632,Bldg-Alter/Repair,Apartment,10/25/2013,90731,1,No,1 unit,,2966,"(33.73887, -118.28866)"
117313,10/25/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,13016-10000-10688,Bldg-Alter/Repair,Apartment,10/25/2013,90501,1,No,1 unit,0,2932.02,"(33.82344, -118.30691)"
86733,11/1/2013,2013,2013-17,Q4,11,Q4 2013,CofO Issued,10016-10000-10854,Bldg-Alter/Repair,1 or 2 Family Dwelling,11/1/2013,90019,1,No,1 unit,,2213.02,"(34.04094, -118.3114)"
